review_text,product_category,price,rating
"Good for the price, meets expectations.",Office Supplies,272.64,4
"Terrible quality, not worth the price.",Electronics,407.23,3
"Good for the price, meets expectations.",Sports Equipment,25.55,3
"Excellent product, highly recommend!",Office Supplies,372.57,2
Fantastic! Will buy again.,Toys,493.82,2
"Very disappointed, it broke after one use.",Electronics,173.67,5
"Very disappointed, it broke after one use.",Office Supplies,325.24,5
"Very disappointed, it broke after one use.",Electronics,87.52,3
Fantastic! Will buy again.,Electronics,273.72,2
"Terrible quality, not worth the price.",Toys,450.65,4
"Excellent product, highly recommend!",Toys,373.43,2
"Amazing features, very useful.",Toys,379.78,4
"Quality is good, but overpriced.",Home Appliances,227.43,1
"Could be better, not very durable.",Office Supplies,169.61,3
"Terrible quality, not worth the price.",Home Appliances,37.11,2
"Satisfied with the purchase, value for money.",Toys,29.41,5
"Quality is good, but overpriced.",Toys,65.95,4
"Works as expected, decent value.",Electronics,317.51,4
"Amazing features, very useful.",Office Supplies,267.37,5
"Amazing features, very useful.",Electronics,183.77,2
"Excellent product, highly recommend!",Toys,483.81,4
"Satisfied with the purchase, value for money.",Office Supplies,313.55,4
"Works as expected, decent value.",Toys,47.89,1
"Satisfied with the purchase, value for money.",Sports Equipment,50.64,5
"Very disappointed, it broke after one use.",Office Supplies,490.11,5
"Excellent product, highly recommend!",Sports Equipment,345.08,4
"Good for the price, meets expectations.",Toys,63.98,3
"Satisfied with the purchase, value for money.",Sports Equipment,95.11,5
"Quality is good, but overpriced.",Home Appliances,28.69,1
"Terrible quality, not worth the price.",Electronics,354.66,5
"Good for the price, meets expectations.",Toys,333.65,5
"Amazing features, very useful.",Electronics,195.77,2
"Satisfied with the purchase, value for money.",Electronics,338.95,3
"Quality is good, but overpriced.",Electronics,176.38,4
Fantastic! Will buy again.,Office Supplies,337.11,4
"Works as expected, decent value.",Home Appliances,149.61,4
"Quality is good, but overpriced.",Office Supplies,60.33,1
"Quality is good, but overpriced.",Toys,250.86,3
"Excellent product, highly recommend!",Office Supplies,71.78,2
"Could be better, not very durable.",Sports Equipment,180.35,1
"Quality is good, but overpriced.",Office Supplies,133.82,1
"Satisfied with the purchase, value for money.",Office Supplies,183.84,3
"Very disappointed, it broke after one use.",Office Supplies,114.21,2
Fantastic! Will buy again.,Electronics,276.59,1
"Good for the price, meets expectations.",Home Appliances,224.11,2
"Satisfied with the purchase, value for money.",Home Appliances,126.88,2
"Satisfied with the purchase, value for money.",Home Appliances,202.8,3
"Works as expected, decent value.",Toys,56.3,3
"Good for the price, meets expectations.",Sports Equipment,341.33,1
"Terrible quality, not worth the price.",Electronics,407.82,1
"Terrible quality, not worth the price.",Home Appliances,56.74,5
"Excellent product, highly recommend!",Electronics,165.7,5
"Satisfied with the purchase, value for money.",Home Appliances,395.69,2
"Terrible quality, not worth the price.",Toys,78.43,5
"Excellent product, highly recommend!",Sports Equipment,354.84,3
"Very disappointed, it broke after one use.",Office Supplies,217.75,5
"Works as expected, decent value.",Home Appliances,405.45,2
Fantastic! Will buy again.,Toys,306.33,3
"Excellent product, highly recommend!",Sports Equipment,121.19,5
"Quality is good, but overpriced.",Toys,203.31,5
Fantastic! Will buy again.,Electronics,122.73,3
"Excellent product, highly recommend!",Home Appliances,472.21,3
"Works as expected, decent value.",Toys,255.15,1
"Good for the price, meets expectations.",Office Supplies,273.38,3
"Excellent product, highly recommend!",Office Supplies,314.79,5
"Could be better, not very durable.",Home Appliances,283.45,5
"Very disappointed, it broke after one use.",Toys,435.45,1
"Very disappointed, it broke after one use.",Toys,150.23,4
"Excellent product, highly recommend!",Sports Equipment,168.67,4
"Could be better, not very durable.",Sports Equipment,113.36,1
"Amazing features, very useful.",Home Appliances,294.71,3
Fantastic! Will buy again.,Office Supplies,254.22,3
"Amazing features, very useful.",Toys,305.07,5
"Very disappointed, it broke after one use.",Toys,96.59,2
"Excellent product, highly recommend!",Home Appliances,169.4,5
"Works as expected, decent value.",Sports Equipment,44.77,4
"Quality is good, but overpriced.",Sports Equipment,89.1,1
"Excellent product, highly recommend!",Office Supplies,188.06,2
"Could be better, not very durable.",Toys,84.43,1
"Good for the price, meets expectations.",Home Appliances,426.9,5
"Satisfied with the purchase, value for money.",Home Appliances,481.23,2
"Excellent product, highly recommend!",Home Appliances,24.88,2
"Terrible quality, not worth the price.",Sports Equipment,97.27,4
"Very disappointed, it broke after one use.",Sports Equipment,441.76,5
"Could be better, not very durable.",Toys,426.09,4
"Very disappointed, it broke after one use.",Office Supplies,373.1,5
"Terrible quality, not worth the price.",Toys,261.35,5
"Works as expected, decent value.",Home Appliances,19.63,5
"Excellent product, highly recommend!",Electronics,360.02,4
"Terrible quality, not worth the price.",Office Supplies,472.33,3
"Works as expected, decent value.",Office Supplies,363.0,4
"Works as expected, decent value.",Home Appliances,442.41,1
"Terrible quality, not worth the price.",Home Appliances,240.72,5
"Satisfied with the purchase, value for money.",Toys,304.76,1
"Quality is good, but overpriced.",Electronics,390.55,4
"Terrible quality, not worth the price.",Office Supplies,412.43,1
"Excellent product, highly recommend!",Home Appliances,344.67,5
Fantastic! Will buy again.,Home Appliances,36.81,5
"Terrible quality, not worth the price.",Office Supplies,497.76,5
Fantastic! Will buy again.,Electronics,167.44,5
"Excellent product, highly recommend!",Sports Equipment,168.9,4
"Terrible quality, not worth the price.",Electronics,61.02,3
"Terrible quality, not worth the price.",Home Appliances,466.58,2
"Satisfied with the purchase, value for money.",Home Appliances,161.25,1
"Good for the price, meets expectations.",Sports Equipment,293.01,3
"Satisfied with the purchase, value for money.",Sports Equipment,483.01,4
"Could be better, not very durable.",Office Supplies,260.91,4
"Quality is good, but overpriced.",Sports Equipment,52.36,4
"Excellent product, highly recommend!",Home Appliances,347.77,1
"Terrible quality, not worth the price.",Office Supplies,156.18,4
Fantastic! Will buy again.,Electronics,304.62,5
"Works as expected, decent value.",Electronics,190.27,2
"Works as expected, decent value.",Toys,264.97,5
"Could be better, not very durable.",Office Supplies,346.46,4
"Quality is good, but overpriced.",Home Appliances,420.34,5
Fantastic! Will buy again.,Office Supplies,17.07,2
"Satisfied with the purchase, value for money.",Electronics,496.06,4
"Amazing features, very useful.",Home Appliances,203.19,1
"Satisfied with the purchase, value for money.",Toys,65.62,4
"Works as expected, decent value.",Toys,406.81,5
Fantastic! Will buy again.,Home Appliances,329.29,5
"Quality is good, but overpriced.",Toys,449.84,5
"Quality is good, but overpriced.",Office Supplies,394.0,3
"Amazing features, very useful.",Office Supplies,475.25,1
"Terrible quality, not worth the price.",Home Appliances,260.59,2
"Terrible quality, not worth the price.",Sports Equipment,359.81,4
"Good for the price, meets expectations.",Home Appliances,69.67,1
"Could be better, not very durable.",Toys,462.65,4
Fantastic! Will buy again.,Electronics,270.35,5
"Satisfied with the purchase, value for money.",Sports Equipment,203.54,1
"Good for the price, meets expectations.",Toys,257.34,5
"Excellent product, highly recommend!",Office Supplies,66.1,5
"Could be better, not very durable.",Home Appliances,92.76,2
"Good for the price, meets expectations.",Toys,427.87,5
"Amazing features, very useful.",Home Appliances,14.47,1
"Terrible quality, not worth the price.",Sports Equipment,170.2,1
"Could be better, not very durable.",Toys,391.06,1
"Terrible quality, not worth the price.",Home Appliances,98.19,4
"Quality is good, but overpriced.",Home Appliances,368.29,3
"Terrible quality, not worth the price.",Toys,391.83,5
"Good for the price, meets expectations.",Home Appliances,99.85,1
Fantastic! Will buy again.,Sports Equipment,183.61,1
"Amazing features, very useful.",Electronics,122.72,2
"Good for the price, meets expectations.",Home Appliances,314.66,1
"Amazing features, very useful.",Toys,235.61,1
"Amazing features, very useful.",Sports Equipment,265.07,4
"Terrible quality, not worth the price.",Sports Equipment,211.76,3
"Terrible quality, not worth the price.",Office Supplies,199.12,2
"Quality is good, but overpriced.",Electronics,232.15,1
"Amazing features, very useful.",Toys,49.51,3
"Excellent product, highly recommend!",Toys,371.91,3
"Very disappointed, it broke after one use.",Sports Equipment,31.21,2
Fantastic! Will buy again.,Sports Equipment,460.46,3
"Works as expected, decent value.",Home Appliances,303.71,5
"Good for the price, meets expectations.",Sports Equipment,402.75,4
"Works as expected, decent value.",Toys,275.41,3
"Very disappointed, it broke after one use.",Office Supplies,120.66,2
"Works as expected, decent value.",Toys,195.33,1
"Very disappointed, it broke after one use.",Office Supplies,378.81,2
"Satisfied with the purchase, value for money.",Office Supplies,432.42,5
"Good for the price, meets expectations.",Sports Equipment,480.1,2
"Quality is good, but overpriced.",Home Appliances,280.94,5
"Amazing features, very useful.",Home Appliances,248.35,3
"Could be better, not very durable.",Toys,192.94,2
"Could be better, not very durable.",Sports Equipment,124.04,1
"Excellent product, highly recommend!",Sports Equipment,460.4,2
"Good for the price, meets expectations.",Office Supplies,277.69,2
"Terrible quality, not worth the price.",Toys,143.68,3
"Very disappointed, it broke after one use.",Electronics,102.21,5
"Very disappointed, it broke after one use.",Toys,375.77,2
"Quality is good, but overpriced.",Office Supplies,325.89,4
"Works as expected, decent value.",Sports Equipment,172.63,1
"Excellent product, highly recommend!",Sports Equipment,77.01,5
Fantastic! Will buy again.,Home Appliances,78.4,1
"Satisfied with the purchase, value for money.",Office Supplies,319.55,5
"Satisfied with the purchase, value for money.",Toys,333.81,4
"Good for the price, meets expectations.",Toys,337.23,2
"Terrible quality, not worth the price.",Home Appliances,197.61,1
"Amazing features, very useful.",Home Appliances,274.17,5
"Excellent product, highly recommend!",Toys,177.95,2
Fantastic! Will buy again.,Electronics,374.56,1
"Very disappointed, it broke after one use.",Office Supplies,259.31,4
"Very disappointed, it broke after one use.",Office Supplies,85.86,3
Fantastic! Will buy again.,Electronics,160.36,5
"Works as expected, decent value.",Office Supplies,90.75,5
"Terrible quality, not worth the price.",Home Appliances,469.77,1
"Could be better, not very durable.",Toys,277.15,4
"Quality is good, but overpriced.",Toys,95.58,3
Fantastic! Will buy again.,Toys,214.47,2
"Excellent product, highly recommend!",Office Supplies,322.31,5
"Satisfied with the purchase, value for money.",Office Supplies,87.31,3
"Very disappointed, it broke after one use.",Electronics,254.05,3
"Satisfied with the purchase, value for money.",Sports Equipment,339.76,5
"Works as expected, decent value.",Sports Equipment,153.29,4
"Very disappointed, it broke after one use.",Sports Equipment,200.38,4
"Quality is good, but overpriced.",Office Supplies,458.56,2
"Satisfied with the purchase, value for money.",Home Appliances,250.5,1
Fantastic! Will buy again.,Sports Equipment,358.91,3
Fantastic! Will buy again.,Office Supplies,97.95,1
Fantastic! Will buy again.,Toys,423.31,5
"Could be better, not very durable.",Toys,84.2,2
"Could be better, not very durable.",Toys,172.03,1
"Amazing features, very useful.",Office Supplies,225.01,5
"Amazing features, very useful.",Toys,11.33,3
"Satisfied with the purchase, value for money.",Electronics,89.03,3
"Terrible quality, not worth the price.",Sports Equipment,105.3,4
"Works as expected, decent value.",Sports Equipment,72.99,3
Fantastic! Will buy again.,Toys,60.23,3
"Quality is good, but overpriced.",Sports Equipment,396.36,1
"Excellent product, highly recommend!",Toys,237.89,1
"Good for the price, meets expectations.",Electronics,79.46,4
"Works as expected, decent value.",Electronics,223.15,5
"Could be better, not very durable.",Home Appliances,448.3,1
"Very disappointed, it broke after one use.",Office Supplies,123.45,2
